OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B
Serpinc1	Serpina1e
Serpinb5	Serpinb1a
Serpinb5	Serpinb6a
Ptgds	Serpinf1
Faf1	Set
Rps17	Setd3
Snrpd2	Sf3a1
Sf3a1	Sf3a3
Snrpd1	Sf3a3
Snrpe	Sf3a3
Cwc27	Sf3b1
Hnrnph1	Sf3b1
Lsm2	Sf3b1
Lsm3	Sf3b1
Magoh	Sf3b1
Ppp1ca	Sf3b1
Sf3b6	Sf3b1
Snrpd2	Sf3b1
Snrpd3	Sf3b1
Lsm2	Sf3b3
Magoh	Sf3b3
Sf3b6	Sf3b3
Snrpa1	Sf3b3
Snrpe	Sf3b3
Snrpf	Sf3b3
Tcea1	Sf3b3
Tcp1	Sf3b3
Puf60	Sf3b5
Sf3b3	Sf3b5
U2af2	Sf3b5
Myef2	Sfpq
Fam120a	Sfxn3
Adipoq	Sgta
Capza2	Sgta
Pabpc1	Sgta
Sec22b	Sgta
Ppib	Sgtb
Ppp1r21	Sh3gl2
Stam2	Sh3gl2
Syt1	Sh3gl2
Strn	Sh3glb2
Sept8	Sh3kbp1
Abi2	Sh3kbp1
Anln	Sh3kbp1
Map7	Sh3kbp1
Micall1	Sh3kbp1
Phactr4	Sh3kbp1
Pik3r1	Sh3kbp1
Slain2	Sh3kbp1
Vps37b	Sh3kbp1
Wipf2	Sh3kbp1
Ntrk2	Shc3
Gusb	Siae
Sirt3	Sirt4
Slc25a5	Sirt4
Drg1	Skiv2l2
Nsun2	Skiv2l2
Ssb	Skiv2l2
Cops3	Skp1a
Fbxo22	Skp1a
Rab5c	Skp1a
Ubxn7	Skp1a
Fgf12	Slain2
Slc17a7	Slc17a6
Vdac1	Slc17a6
Gad1	Slc17a7
Gad2	Slc17a7
Pde1b	Slc17a7
Slc1a6	Slc1a4
Aco2	Slc25a11
Atp5a1	Slc25a11
Got1	Slc25a12
Alb	Slc25a13
Actb	Slc25a3
Elavl2	Slc25a3
Elavl3	Slc25a3
Ppp2r4	Slc25a3
Xylb	Slc25a3
Cox5a	Slc25a4
Cox5a	Slc25a5
Slc25a4	Slc25a5
Timm44	Slc25a5
Calr	Slc2a1
Hsp90ab1	Slc2a1
Ap3d1	Slc30a3
Cd81	Slc44a1
Aldoc	Slc6a1
Prnp	Slc6a1
Flna	Slc7a5
Gnai1	Slc7a5
Gnai2	Slc7a5
Hgs	Slc7a5
Pde1b	Slc7a5
Pde4a	Slc7a5
Slc3a2	Slc7a5
Slc6a9	Slc7a5
Ppp3cb	Slc8a1
Ywhae	Slc8a1
Mapk1	Slc9a1
Capn1	Slc9a3r1
Hspa2	Slc9a3r1
Msn	Slc9a3r1
Ezr	Slc9a3r2
Atp5j2	Slirp
Dhx9	Smap1
Pgam2	Smpx
Chgb	Snap25
Cox6a1	Snap25
Eno2	Snap25
Gad1	Snap25
Sdcbp	Snap25
Stmn3	Snap25
Syt3	Snap25
Tuba1b	Snap91
Bloc1s2	Snapin
Myh3	Snapin
Rabep1	Snapin
Spp1	Snapin
Akt1	Sncb
Dhx29	Snd1
Tsg101	Snf8
Snrpf	Snrnp200
Cul4b	Snrpa
Banf1	Snrpd1
Cd81	Snrpd1
Emd	Snrpd1
Lsm2	Snrpd1
Alyref	Snrpd2
Fus	Snrpd2
Lsm2	Snrpd2
Magoh	Snrpd2
Rps13	Snrpd2
Snrpf	Snrpd2
Cul4b	Snrpd3
Lsm2	Snrpd3
Lsm3	Snrpd3
Magoh	Snrpd3
Snrpe	Snrpd3
Snrpf	Snrpd3
Snrpg	Snrpd3
Lsm2	Snrpe
Magoh	Snrpe
Dhx15	Snrpf
Hdgf	Snrpf
Hnrnpa2b1	Snrpf
Lsm2	Snrpf
Magoh	Snrpf
Pabpc1	Snrpf
Psma3	Snrpf
Snrpa1	Snrpf
U2af2	Snrpf
Atp5j2	Snrpg
Cops6	Snrpg
Cul4b	Snrpg
Eftud2	Snrpg
Hnrnpk	Snrpg
Rps13	Snrpg
Snrpf	Snrpg
U2af2	Snrpg
Ran	Snupn
Snrpd3	Snw1
Snrpf	Snw1
Faf2	Snx1
Snx3	Snx1
Ugdh	Snx1
Taok3	Snx2
Capza1	Snx27
Snx3	Snx27
Dctn1	Snx4
Dync1li1	Snx4
Nudcd3	Snx4
S100a9	Snx4
Elac2	Snx5
Rab7	Snx5
Snx3	Snx5
Strn	Snx5
Snx3	Snx6
Nme1	Sord
Pcna	Spag1
Prkca	Spag1
Hadha	Spg20
Kif5b	Spg20
Vim	Spg20
Lamp2	Sppl2a
Actb	Sra1
Creb1	Sra1
Rps4x	Sra1
Ybx1	Sra1
Arid1a	Src
Ckap5	Src
Syn1	Src
Abr	Srgap3
Arhgap44	Srgap3
Chn2	Srgap3
Sh3gl1	Srgap3
Anp32a	Srp14
Akt1	Srr
Cpt2	Srr
Snrpd2	Srrm1
Ddx3x	Srrm2
Elavl1	Srrm2
Ppp4c	Srrm2
Rps7	Srrm2
Snrpf	Srrm2
Ybx1	Srrm2
Cbx3	Srrt
Npm1	Srrt
Ppp6r3	Srrt
Snrpf	Srrt
Pabpc1	Srsf1
Snrpd1	Srsf2
Snrpd3	Srsf2
Lsm2	Ssb
Spp1	Ssb
Dhx9	St13
Hsp90aa1	St13
Hspa8	St13
Ttr	St13
Vcp	St13
Grb2	Stard10
Dhx15	Stau1
Lrpprc	Stau1
Upf1	Stau1
Cdk5	Stip1
Nudc	Stip1
Ppp2cb	Stk24
Ppp2r1a	Stk24
Grb2	Stk32c
Hsp90aa1	Stk32c
Hsp90ab1	Stk32c
Sept2	Stmn1
Bin1	Stmn1
Ywhae	Stoml2
Ddx5	Strap
Pbld1	Strap
Snrpe	Strap
Snrpf	Strap
Snrpg	Strap
Zpr1	Strap
Cttnbp2	Strn
Tcp1	Strn3
Dnajb1	Stub1
Dnajc5	Stub1
Ppp2r1a	Stub1
Napa	Stx12
Pgrmc1	Stx12
Snx4	Stx12
Prkca	Stxbp3a
Banf1	Sub1
Atp2b4	Sucla2
Atp5a1	Sucla2
Dlst	Sucla2
Etfdh	Sucla2
Ndufa4	Sucla2
Ndufb10	Sucla2
Ndufs4	Sucla2
Ogdh	Sucla2
Pdhx	Sucla2
Uqcrh	Sucla2
Acaa2	Suclg1
Dlst	Suclg1
Etfdh	Suclg1
Mpc2	Suclg1
Trap1	Suclg1
Ech1	Suclg2
Hadh	Suclg2
Dhx9	Sugt1
S100a6	Sugt1
Stmn3	Sult4a1
Bckdk	Sumo1
Dhx9	Sumo1
Crmp1	Swap70
Vamp2	Syn2
Fus	Syncrip
Lsm2	Syncrip
Magoh	Syncrip
Rpsa	Syncrip
Snrpf	Syncrip
Arhgap44	Syne2
Pde1b	Syne2
Sptbn1	Syne2
Ap2a2	Synj1
Slc6a1	Syp
Eno2	Syt1
Napb	Syt1
Sgta	Syt11
Syncrip	Syt11
C1qa	Syt17
Aldoc	Syt2
Cox6a1	Syt2
Gfap	Syt2
Gnao1	Syt2
Gpm6a	Syt2
Syncrip	Syt7
Dhodh	Taco1
Sco1	Taco1
Ina	Tagln3
Eci1	Taldo1
Prkaca	Taok1
Ccar2	Tardbp
Ddx6	Tardbp
Eef2	Tardbp
Eif3b	Tardbp
Elavl1	Tardbp
G3bp2	Tardbp
Hnrnpul1	Tardbp
Khsrp	Tardbp
Mtdh	Tardbp
Ncbp1	Tardbp
Prrc2c	Tardbp
Nedd8	Tars
Rpl17	Tars
Zyx	Tars
Cntn2	Tax1bp3
Dhx9	Tbc1d10b
Vcp	Tbc1d10b
Cct5	Tbc1d17
Dhx29	Tbc1d17
Gga3	Tbc1d17
Kcnab2	Tbc1d17
Maoa	Tbc1d17
Maob	Tbc1d17
Nipsnap1	Tbc1d17
Osbp	Tbc1d17
Plaa	Tbc1d17
Ppp1r7	Tbc1d17
Ppp3ca	Tbc1d17
Prkacb	Tbc1d17
Ubxn7	Tbc1d17
Asns	Tbcb
Fermt2	Tbcb
Mapre1	Tbcb
Pdia4	Tbcb
Tuba1a	Tbcb
Sars	Tbcd
Supt5	Tcea1
Cyfip2	Tcerg1
Psmd14	Tcp1
Tuba1b	Tcp1
Mdh1	Tecpr1
Canx	Trf
Fn1	Tfam
Itgb1	Tgm2
Akt1	Them4
Hars	Thg1l
Bcat1	Thnsl2
Eef1b2	Thnsl2
Rpl35a	Thnsl2
Rps28	Thnsl2
Rnh1	Thumpd1
Atxn2	Tia1
Cops5	Tia1
Dhx9	Tia1
Cul4b	Tial1
Alb	Tiam2
Prkcb	Tiam2
Prkcg	Tiam2
Src	Tiam2
Ndufa6	Timm10b
Ndufb6	Timm10b
Mrpl32	Timm9
Mrps15	Timm9
Ndufc2	Timm9
Nedd8	Tkt
Eef1a1	Tmsb4x
Eif6	Tnfaip8
Ipo5	Tnfaip8
Drg1	Tnpo1
Psmc6	Tnpo1
Ranbp1	Tnpo1
Rps13	Tnpo1
Tnpo1	Tnpo2
Cops6	Tnr
Dhx9	Tnr
Mageb4	Tnr
Acadm	Tnrc18
Adh5	Tnrc18
Mocos	Tns3
Uggt1	Tollip
Wdyhv1	Tollip
Xrn2	Tollip
Ube2n	Tom1l2
Aip	Tomm34
Atp6v1d	Tomm34
Hsp90ab1	Tomm34
Vcp	Tomm34
Pdlim5	Tomm70a
Vdac1	Tomm70a
Vdac2	Tomm70a
Anp32a	Tpd52l2
Calu	Tpd52l2
Ppp2r5e	Tpd52l2
Gpi1	Tpi1
Pgk2	Tpi1
Rpl27a	Tpi1
Rpl35a	Tpi1
Tpm3	Tpm1
Fasn	Tpm3
Anxa2	Tpm4
Tpm1	Tpm4
Eef1a1	Tppp
Cuta	Tprgl
Dbnl	Tprkb
Osgep	Tprkb
Arf3	Tpt1
Rpl12	Tpt1
Rpl27a	Tpt1
Rpl35a	Tpt1
Rpl39	Tpt1
Rpl9	Tpt1
Rps13	Tpt1
Rps26	Tpt1
Uba52	Tpt1
Vhl	Tpt1
Acly	Trap1
Acot8	Trap1
Cdk5	Trap1
Hspd1	Trap1
Sf3b1	Trap1
Sf3b3	Trap1
Nedd8	Trappc1
Bola2	Trappc2l
Trappc6b	Trappc2l
Trappc1	Trappc6b
Trappc5	Trappc6b
Hspa1a	Triap1
Sco1	Triap1
Ube2e2	Trim2
Snrpa	2310036O22Rik
Prmt8	Trmt112
Npm1	Trmt61a
Prmt8	Trmt61a
Ddx6	Tsg101
Fasn	Tsg101
Pdcd6	Tsg101
Scamp3	Tsg101
Magoh	Tsn
Opa1	Tsn
Shmt1	Tsn
Hsp90b1	Tsr2
Nedd4	Tsr2
Tubb5	Ttbk1
Dnm3	Ttc1
Eif3j1	Ttc1
Gnaq	Ttc1
Shmt1	Ttc1
Spp1	Ttc1
Vat1	Ttc1
Uba1	Ttc19
Chn2	Ttc39c
Ttc39b	Ttc39c
Tulp3	Tub
Actb	Tuba1a
Cdc42	Tuba1a
Ddx6	Tuba1a
Dync1i1	Tuba1a
Ncl	Tuba1a
Pabpc1	Tuba1a
Psmc2	Tuba1a
Rac1	Tuba1a
Rps4x	Tuba1a
Rps6	Tuba1a
Tcp1	Tuba1a
Tuba1b	Tuba1a
Eno2	Tuba4a
Pafah1b1	Tuba4a
Tuba1b	Tuba4a
Ap2m1	Tubb2a
Ric8	Tubb2a
Tuba1a	Tubb2a
Tuba1b	Tubb2a
Fis1	Tubb3
Pfdn6	Tubb3
Aplp1	Tubb4a
Atg4b	Tubb4a
Fis1	Tubb4a
Tbca	Tubb4b
Tuba1a	Tubb4b
Tuba1b	Tubb4b
Cdc42	Tubb5
Ctsh	Tubb5
Dhx9	Tubb5
Eif4e	Tubb5
Emd	Tubb5
Rab8b	Tubb5
Rac1	Tubb5
Rpl6	Tubb5
Rps6	Tubb5
Tuba1a	Tubb5
Tuba1b	Tubb5
Tuba1b	Tubgcp2
Tubg2	Tubgcp2
Mzt2	Tubgcp4
Atp5a1	Tufm
Sco1	Tufm
Arhgdia	Twf2
Dhx9	Twf2
Pdia4	Twf2
Tbc1d17	Twf2
Ubxn1	Twf2
Atox1	Txn1
Sgta	Txndc12
Sgtb	Txndc12
Aldoc	Txndc5
Psmc1	Txndc5
Psmc3	Txndc5
Tgm2	Txndc5
Eef1a1	Txnl1
Rad23b	Txnl1
Ube3a	Txnl1
Tuba1c	Txnrd1
Tuba4a	Txnrd1
Nedd8	Uap1
Vps37c	Uap1
Fus	Uba1
Ube2b	Uba1
Ube2g1	Uba1
Cbs	Uba2
Ehd4	Uba2
Rad23a	Uba3
Aldh2	Uba5
Ganab	Uba5
Ict1	Uba5
Tsr2	Uba5
Eef1a1	Uba52
Eef2	Uba52
Pgam2	Uba52
Pgk1	Uba52
Pkm	Uba52
Rps14	Uba52
Rpsa	Uba52
Sars	Uba52
Tpi1	Uba52
Psmd4	Ubac1
Mmp14	Ubash3b
Bsg	Ube2a
Ube2b	Ube2a
Ube2k	Ube2d2a
Isg15	Ube2e2
Uba1	Ube2e2
Ube2l3	Ube2e2
Ube2n	Ube2e2
Wdr77	Ube2f
Eps15	Ube2h
Cbl	Ube2l3
Impact	Ube2n
Tom1	Ube2n
Csnk2a2	Ube2r2
Gabarapl2	Ube2r2
Nedd4	Ube2r2
Ppp1ca	Ube2z
Ggct	Ube4b
Mmp14	Ube4b
Ubxn1	Ube4b
Ckb	Ubfd1
Fbxo7	Ubfd1
Snrpf	Ubfd1
Tgm2	Ubfd1
Rad23a	Ubl7
Rad23b	Ublcp1
Bag1	Ubqln1
Prrc2a	Ubqln1
Prrc2c	Ubqln1
Psmd14	Ubqln1
Psmd4	Ubqln1
Scg5	Ubqln1
Ublcp1	Ubqln1
Ufd1l	Ubqln1
Aarsd1	Ubqln2
Adrm1	Ubqln2
Adsl	Ubqln2
Bag1	Ubqln2
Calu	Ubqln2
Epn2	Ubqln2
Fbxo7	Ubqln2
Pfdn2	Ubqln2
Prrc2a	Ubqln2
Rnaseh2b	Ubqln2
Ufd1l	Ubqln2
Zfand2b	Ubqln2
Dnajb11	Ubqln4
Impdh2	Ubqln4
Prrc2c	Ubqln4
Ptprn2	Ubqln4
Scg2	Ubqln4
Mavs	Ubxn1
Psmd4	Ubxn1
Ubxn2b	Ubxn1
Copa	Ubxn6
Mcfd2	Ubxn6
Tceb2	Ubxn7
Rbx1	Ubxn7
Ctnnb1	Uchl1
Kif5c	Uchl1
Nmral1	Uchl1
Scrn1	Uchl1
Stmn3	Uchl1
Ubb	Uchl1
Cct2	Uchl3
Farsa	Uchl3
Ubb	Uchl3
Actn4	Uchl5
Eef2	Uchl5
Gstm5	Uchl5
Huwe1	Uchl5
Nsfl1c	Uchl5
Psma3	Uchl5
Psmc5	Uchl5
Psmd14	Uchl5
Psmd2	Uchl5
Psmd4	Uchl5
Etfa	Ufc1
Gsto1	Ufc1
Hsd17b4	Ufc1
Hsp90b1	Ufc1
Ube3a	Ufd1l
Pdia4	Uggt1
Rpl27	Uggt1
Rpl6	Uggt1
Rpl7a	Uggt1
Rpl8	Uggt1
Rps11	Uggt1
Rps4x	Uggt1
Rps6	Uggt1
Nudc	Ugp2
Qtrt1	Unc119
Cdc37	Upf1
Eif3a	Upf1
Elavl2	Upf1
Exosc4	Upf1
Magoh	Upf1
Mov10	Upf1
Ndufb10	Upf1
Pabpn1	Upf1
Rps3	Upf1
Tial1	Upf1
Trmt112	Upf1
Ywhaq	Upf1
Brca2	Uqcc1
Atp5e	Uqcc2
Atp5j2	Uqcc2
Atp5a1	Uqcr10
Cox6b1	Uqcr10
Coq9	Uqcrc1
Dhodh	Uqcrc1
Dld	Uqcrc1
Ldhb	Uqcrc1
Ndufa3	Uqcrc1
Ndufa4	Uqcrc1
Ndufs4	Uqcrc1
Ndufs5	Uqcrc1
Ogdh	Uqcrc1
Sdhd	Uqcrc1
Slc25a11	Uqcrc1
Uqcrh	Uqcrc1
Cox4i1	Uqcrc2
Etfdh	Uqcrc2
Mpc2	Uqcrc2
Ndufa5	Uqcrc2
Atp5b	Uqcrfs1
Ldhb	Uqcrfs1
Ndufa12	Uqcrfs1
Rae1	Uqcrfs1
Slc25a11	Uqcrfs1
Cox6a1	Uqcrh
Plp1	Uqcrh
Elavl1	Urm1
Ogt	Urm1
Cops5	Uros
Atp5e	Usmg5
Ndufa4	Usmg5
Nsf	Uso1
Prkaca	Uso1
Usp46	Usp12
Bag1	Usp14
Nsfl1c	Usp14
Paics	Usp14
Prrc2a	Usp14
Rnf181	Usp14
Txndc5	Usp14
Ublcp1	Usp14
Ubqln1	Usp14
Vcp	Usp14
Wars	Usp5
Fam175b	Usp7
Psmb5	Usp7
Psmb6	Usp7
Src	Usp8
Rab6a	Vamp1
Rab8b	Vamp1
Cdc42	Vamp2
Ptplad1	Vapa
Rab3gap1	Vapa
Vamp2	Vapa
Atg3	Vars
Rpl18a	Vars
Gss	Vcl
Jup	Vcl
Lrpap1	Vcl
Pdia4	Vcl
Rbm3	Vcl
Atp6v1d	Vcp
Bsg	Vcp
Dcaf7	Vcp
Glb1	Vcp
Nipsnap1	Vcp
Psmb5	Vcp
Rab11b	Vcp
Rab7	Vcp
Slc3a2	Vcp
Zfr	Vcp
Cox6b1	Vdac1
Slc17a7	Vdac1
Tuba1b	Vdac1
Rpl12	Vhl
Capn1	Vim
Dctn1	Vps26a
Snx3	Vps26a
Faf2	Vps26b
Rab6a	Vps26b
Zc2hc1a	Vps26b
Mvb12b	Vps28
Vps37b	Vps28
Ankfy1	Vps29
Dctn1	Vps29
Snx27	Vps29
Clta	Vps33a
Purb	Vps33a
Dctn1	Vps35
Micall1	Vps35
Snx3	Vps35
Mvb12b	Vps37b
Tsg101	Vps37b
Abi2	Vps37c
Gaa	Vps37c
Hexa	Vps37c
Pdcd6	Vps37c
Psma3	Vps37c
Tsg101	Vps37c
Vti1a	Vps45
Rab6b	Vps53
Fgf12	Vsnl1
Gnao1	Vsnl1
Map2	Vsnl1
Cttn	Vta1
Me1	Vta1
Pip4k2a	Vti1a
S100a11	Vwa5a
Arhgef2	Wasf1
Cdk5	Wasf1
Pfn1	Wasf1
Cltc	Fam21
Cbx3	Wdr11
Prmt8	Wdr12
Cdc37	Wdr13
Actr2	Wdr4
Srp14	Wdr4
Psma3	Wdr48
Hddc2	Wdr61
Otub1	Wdr61
Fgf12	Wdr7
Rab3gap1	Wdr7
Cops4	Wdr77
Cops8	Wdr77
Erh	Wdr77
Pcbp2	Wdr77
Snrpd1	Wdr77
Snrpd2	Wdr77
Snrpd3	Wdr77
Snrpe	Wdr77
Snrpf	Wdr77
Snrpg	Wdr77
Cul4b	Wdr82
Evl	Wipf2
Wipf3	Wipf2
Ppp5c	Wipi2
Epb4.1l2	Wnk1
Slc12a2	Wnk1
Syt2	Wnk1
Tulp3	Wnk1
Adsl	Xpnpep1
Fh1	Xpnpep1
Hexa	Xpnpep1
Nucb1	Xpnpep1
Uba1	Xpnpep1
Wars	Xpnpep1
Osbp	Xpo7
Aldh1b1	Xrn2
Eef1a1	Xrn2
Dhx15	Ybx1
Hist1h1c	Ybx1
Lsm3	Ybx1
Pcna	Ybx1
Rpl23a	Ybx1
Snrpd1	Ybx1
Snrpf	Ybx1
Camkk1	Ywhab
Capza1	Ywhab
Ccdc6	Ywhab
Dcaf7	Ywhab
Gigyf2	Ywhab
Mtmr12	Ywhab
Pik3r4	Ywhab
R3hdm2	Ywhab
Slc8a1	Ywhab
Ssb	Ywhab
Tbc1d22a	Ywhab
Actb	Ywhae
Lsm2	Ywhae
Shroom2	Ywhae
Hsp90aa1	Ywhag
Nefl	Ywhag
Hsp90aa1	Ywhah
Pdia4	Ywhah
Snca	Ywhah
Actb	Ywhaq
Rap1gap	Ywhaq
Tpr	Ywhaq
Prrc2c	Zfand2b
Dctn1	Zfp207
Dctn2	Zfp207
Dync1li1	Zfp207
Tpr	Zfp207
Wdr77	Zfp207
Dync1i1	Zfp276
Banf1	Zfp428
Psmc3	Zpr1
Puf60	Zyx
Cope	Sept2
Sept6	Sept3
Sept7	Sept3
Wbp2	Sept3
Sept7	Sept4
Snca	Sept4
Sept2	Sept6
Sept4	Sept6
Sept7	Sept6
Sept9	Sept6
Sept2	Sept8
Sept7	Sept8
Sept9	Sept8
Sept11	Sept8
Cdk14	Sept8
Sept2	Sept9
Sept4	Sept9
Sept7	Sept9
Rab10	Sept9
Sept2	Sept11
Sept7	Sept11
Sept9	Sept11
Prdx2	A2m
Mvd	Aacs
Ap2m1	Aak1
Reps1	Aak1
Dpp8	Aars
Eef1b2	Aars
Isg15	Aars
Ppp2r5e	Aars
Srp9	Aars
Crat	Aarsd1
Gna13	Aarsd1
Wsb2	Aarsd1
Dip2b	Abhd10
Ina	Abhd10
Csnk2b	Abhd4
Abi2	Abi1
Evl	Abi1
Sos1	Abi1
Syne2	Abi1
Wipf2	Abi1
Cep76	Abr
Eps8	Fam175b
Hnrnpa2b1	Fam175b
Acadl	Acaa2
Acads	Acaa2
Acadvl	Acaa2
Ech1	Acaa2
Eci1	Acaa2
Hadha	Acaa2
Scp2	Acaa2
Cpt2	Acad11
Hsdl2	Acad11
Med13	Acad8
Tsg101	Acad8
Vdac3	Acad9
Acadm	Acadl
Acadvl	Acadl
Crat	Acadl
Ech1	Acadl
Eci1	Acadl
Ech1	Acadm
Eci1	Acadm
Mut	Acadm
Acadl	Acads
Acadm	Acads
Acadvl	Acads
Crat	Acads
Eci1	Acads
Acadm	Acadvl
Crat	Acadvl
Ech1	Acadvl
Eci1	Acadvl
Uba3	Acat2
Capn1	Acbd3
Eftud2	Acbd3
Golga3	Acbd3
Hars	Acbd3
Pi4kb	Acbd3
Sars	Acbd3
Srpk2	Acin1
Srrm1	Acin1
Kpna4	Acly
Lgals1	Aco1
Atp5c1	Aco2
Atp5k	Aco2
Cisd1	Aco2
Coq9	Aco2
Cycs	Aco2
Dlat	Aco2
Dld	Aco2
Idh3g	Aco2
Ndufs1	Aco2
Ndufs2	Aco2
Ogdh	Aco2
Pfkm	Aco2
Sdha	Aco2
Uqcr10	Aco2
Nhlrc2	Acot7
Cat	Acot8
Nedd8	Acot8
Nmt1	Acot8
Grsf1	Acot9
Ict1	Acot9
Cat	Acox1
Crat	Acox1
Dhrs4	Acox1
Ech1	Acox1
Hacl1	Acox1
Hsd17b4	Acox1
Hsdl2	Acox1
Pex14	Acox1
Pex7	Acox1
Scp2	Acox1
Zadh2	Acox1
Acot7	Acsbg1
Ahsa1	Acsbg1
Cat	Acsl1
Acsl1	Acsl6
Actg1	Acta1
Eno3	Acta1
Epb4.1	Acta1
Fth1	Acta1
Gc	Acta1
Itpr1	Acta1
Pgam2	Acta1
Tpm2	Acta1
Actn4	Actb
Api5	Actb
Cap1	Actb
Capzb	Actb
Cct8	Actb
Cfl1	Actb
Ddx6	Actb
Dhx9	Actb
Eef1a1	Actb
Emd	Actb
Fmr1	Actb
Gapdh	Actb
Gsn	Actb
Hdgf	Actb
Hnrnpa2b1	Actb
Hsp90ab1	Actb
Mapt	Actb
Pabpc1	Actb
Pcbp1	Actb
Pgk2	Actb
Pi4ka	Actb
Ppia	Actb
Psmc2	Actb
Rpl28	Actb
Rpl3	Actb
Rpl6	Actb
Rpl7	Actb
Rpl7a	Actb
Rplp0	Actb
Rps2	Actb
Sptan1	Actb
Syn1	Actb
Tgm2	Actb
Tjp1	Actb
Cap1	Actbl2
Actb	Actg1
Cap1	Actg1
Cfl2	Actg1
Hspa8	Actg1
Nckap1	Actg1
Rps27a	Actg1
Actb	Actl6a
Arhgdia	Actl6a
Baz1b	Actl6a
Ruvbl2	Actl6a
Uchl5	Actl6a
Actn4	Actn1
Ctnna1	Actn1
Ctnnb1	Actn1
Dag1	Actn1
Ptk2	Actn1
Src	Actn1
Stam2	Actn1
Tjp1	Actn1
Tln1	Actn1
Vcl	Actn1
Acta1	Actn2
Dlg4	Actn2
Fgf12	Actn2
Igsf8	Actn2
Pgam2	Actn2
Ryr2	Actn2
Tuba4a	Actn2
Tulp3	Actn2
Atxn2	Actn4
Dhx9	Actn4
Fmr1	Actn4
Gapdh	Actn4
Hsp90ab1	Actn4
Rplp0	Actn4
Acta1	Actr10
Actr1a	Actr10
Actr1b	Actr10
Dctn2	Actr10
Dctn4	Actr10
Rabep1	Actr10
Dctn1	Actr1a
Acta1	Actr1b
Actr1a	Actr1b
Csnk2b	Actr1b
Dctn1	Actr1b
Dctn4	Actr1b
Rabep1	Actr1b
Actb	Actr2
Arpc4	Actr2
Srp9	Actr2
Actb	Actr3
Actr2	Actr3
Arpc4	Actr3
Capza1	Actr3
Cttn	Actr3
Dbnl	Actr3
Nsun2	Actr3
Uggt1	Actr3
Wasf3	Actr3
Ttc1	Acy1
Aamdc	Acy3
Aspa	Acy3
Prnp	Adap2
Gnai1	Adcy5
Add2	Add1
Hsph1	Add1
Prkaca	Add2
Rph3a	Add2
Cpne3	Add3
Srpk2	Adprh
Prdx1	Adrm1
Psma2	Adrm1
Psma3	Adrm1
Psmb1	Adrm1
Psmb4	Adrm1
Psmb6	Adrm1
Psmc1	Adrm1
Psmc2	Adrm1
Psmc3	Adrm1
Psmc4	Adrm1
Psmc5	Adrm1
Psmc6	Adrm1
Psmd1	Adrm1
Psmd11	Adrm1
Psmd12	Adrm1
Psmd14	Adrm1
Psmd2	Adrm1
Psmd3	Adrm1
Psmd4	Adrm1
Psmd5	Adrm1
Psmd6	Adrm1
Psmd7	Adrm1
Psmd8	Adrm1
Psmd9	Adrm1
Psme1	Adrm1
Psme2	Adrm1
Rad23a	Adrm1
Rad23b	Adrm1
Rps21	Adrm1
Rps8	Adrm1
Timm13	Adrm1
Txnl1	Adrm1
Ube3a	Adrm1
Ubqln1	Adrm1
Usmg5	Adrm1
Vcp	Adrm1
Lta4h	Adsl
Idh1	Adss
Wdr1	Adss
Dbn1	Mllt4
Rap1gap	Mllt4
Tjp1	Mllt4
Usp9x	Mllt4
Ywhab	Mllt4
Ywhag	Mllt4
Ywhaz	Mllt4
Alb	Aga
Ampd3	Aga
Alad	Agfg1
Eps15l1	Agfg1
Nyap2	Agfg1
Ppme1	Agfg1
Eps15l1	Agfg2
Ago2	Ago1
Ago3	Ago1
Aip	Ago1
Atxn2	Ago1
Dhx9	Ago1
Eif4g1	Ago1
Pabpc1	Ago1
Syncrip	Ago1
Ybx1	Ago1
Actb	Ago2
Ago3	Ago2
Atxn2	Ago2
Cdkn2aip	Ago2
Cep170	Ago2
Dcaf7	Ago2
Ddx6	Ago2
Dhx9	Ago2
Eif4ebp1	Ago2
Fkbp4	Ago2
Gigyf2	Ago2
Hnrnpa2b1	Ago2
Hspa8	Ago2
Pabpc1	Ago2
Psmc3	Ago2
Tsn	Ago2
Ythdf1	Ago2
Cct3	Ago3
Eif4b	Ago3
Hspa9	Ago3
Sptbn1	Ago3
Itpr1	Ahcyl1
Srpk2	Ahcyl1
Timm44	Ahcyl1
Serpinb5	Ahcyl2
Timm44	Ahcyl2
Eif4e	Ahsa1
Fkbp4	Ahsa1
Hsp90aa1	Ahsa1
Hsp90ab1	Ahsa1
Hsph1	Ahsa1
Ppp5c	Ahsa1
Tars2	Ahsa1
Alb	Ahsg
Endog	Aifm1
Oxsr1	Aifm1
Spg20	Aifm1
Dars2	Aimp2
Eif4g1	Aimp2
Eprs	Aimp2
Fgb	Aimp2
Mars	Aimp2
Psmc6	Aimp2
Psme1	Aimp2
Hsp90aa1	Akt3
Nudcd1	Akt3
Cfd	Alb
Fga	Alb
Gfap	Alb
Ryr2	Alb
Ttr	Alb
Atp1b1	Alcam
Ict1	Aldh18a1
Fh1	Aldh1b1
Pdcd10	Aldh1b1
Tatdn1	Aldh1b1
Eif6	Aldh2
Fhit	Aldh2
Abat	Aldh5a1
Adhfe1	Aldh6a1
Gcdh	Aldh6a1
Hibadh	Aldh6a1
1110008L16Rik	Aldh6a1
Mccc2	Aldh6a1
