interactor_A	interactor_B	confidence_value
Hsd3b4	Slc3a2	0.34505215
Pag1	Slc3a2	0.34505215
Gm10681	Slc3a2	0.34505215
Ywhaz	Slc3a2	0.34505215
Ywhae	Slc3a2	0.34505215
Hsd3b4	H2bc13	0.34505215
Hsd3b4	H2bc7	0.34505215
Hsd3b4	Hist1h2bq	0.34505215
Hsd3b4	H2bc15	0.34505215
Hsd3b4	H2bc11	0.34505215
Hsd3b4	Hist1h2br	0.34505215
Ywhae	H2bc13	0.34505215
Ywhae	H2bc7	0.34505215
Ywhae	Hist1h2bq	0.34505215
Ywhae	H2bc15	0.34505215
Ywhae	H2bc11	0.34505215
Ywhae	Hist1h2br	0.34505215
Gm10681	H2bc13	0.34505215
Gm10681	H2bc7	0.34505215
Gm10681	Hist1h2bq	0.34505215
Gm10681	H2bc15	0.34505215
Gm10681	H2bc11	0.34505215
Gm10681	Hist1h2br	0.34505215
H3c6	H2bc14	0.34505215
H3c14	H2bc14	0.34505215
H3c13	H2bc14	0.34505215
H3c3	H2bc14	0.34505215
H3c15	H2bc14	0.34505215
H3c4	H2bc14	0.34505215
H3c7	H2bc14	0.34505215
H3c2	H2bc14	0.34505215
Cox15	H1f0	0.34505215
Dlst	H1f0	0.34505215
Coq2	H1f0	0.34505215
Ywhae	H1f0	0.34505215
Vdac1	H1f0	0.34505215
Hmga2	H1f0	0.34505215
Pdha1	H1f0	0.34505215
Sod1	H1f0	0.34505215
Hmga2	Sub1	0.34505215
Ywhah	Sub1	0.34505215
Ywhae	Sub1	0.34505215
Ywhae	Gzma	0.34505215
Ywhae	Gzmd	0.34505215
Ywhae	Col1a1	0.34505215
Ppp1ca	Lpl	0.34505215
Kcnq1	Lpl	0.34505215
Atp1b1	Lpl	0.34505215
Grid2	Plat	0.34505215
Ywhah	Plat	0.34505215
Rab22a	Mpo	0.34505215
Rab32	Fn1	0.34505215
Loxl3	Fn1	0.34505215
Pgls	Fn1	0.34505215
Ywhae	Fn1	0.34505215
Lat	Gpx1	0.34505215
Ywhae	Gpx1	0.34505215
Hsd3b7	Gpx1	0.34505215
Ppp1ca	Gpx1	0.34505215
Gm10681	Gpx1	0.34505215
Hsd3b4	Gpx1	0.34505215
Pgls	Gpx1	0.34505215
Ywhaz	Gpx1	0.34505215
Cacna1c	Fabp3	0.34505215
Ywhae	Fabp3	0.34505215
Ryr2	Fabp3	0.34505215
Flot2	Rara	0.34505215
Ap1g1	Lamp1	0.34505215
Nfkbie	Lamp1	0.34505215
B9d1	Lamp1	0.34505215
Ctsb	Lamp1	0.34505215
E2f4	Cdk1	0.34505215
Sirt1	Cdk1	0.34505215
Kcnq1	Hsp90ab1	0.34505215
Hsd3b4	Hsp90ab1	0.34505215
Rab3a	Hsp90ab1	0.34505215
Rab19	Hsp90ab1	0.34505215
Hsd3b7	Hsp90ab1	0.34505215
Gm10681	Hsp90ab1	0.34505215
Ywhah	Hsp90ab1	0.34505215
Rab1a	Hsp90ab1	0.34505215
Sult2b1	Hsp90ab1	0.34505215
Iqcb1	Hsp90ab1	0.34505215
Ywhab	Hsp90ab1	0.34505215
Cav3	Hsp90ab1	0.34505215
Rab33b	Hsp90ab1	0.34505215
Snta1	Hsp90ab1	0.34505215
Ywhae	Hsp90ab1	0.34505215
Dlg4	Hsp90ab1	0.34505215
Pgls	Hsp90ab1	0.34505215
Cdk9	Hsp90ab1	0.34505215
Eed	Hsp90ab1	0.34505215
Nphp4	Hsp90ab1	0.34505215
Tsc1	Hsp90ab1	0.34505215
Cav3	Dmd	0.34505215
Ywhae	Dmd	0.34505215
Sntb2	Dmd	0.34505215
Kcnq1	Dmd	0.34505215
Ywhaz	Mup12	0.34505215
Hsd3b7	Mup12	0.34505215
Pgls	Mup12	0.34505215
Ywhae	Mup12	0.34505215
Xpo7	Lcn2	0.34505215
Ywhae	Krt8	0.34505215
Ywhae	Itga5	0.34505215
Ywhae	Cyp2d9	0.34505215
Pgls	Otc	0.34505215
Ywhae	Otc	0.34505215
Hcn1	Camk2a	0.34505215
Homer1	Camk2a	0.34505215
Ywhae	Camk2a	0.34505215
Tnik	Camk2a	0.34505215
Tsc1	Camk2a	0.34505215
Fxr1	Camk2a	0.34505215
Cyfip1	Camk2a	0.34505215
Agap2	Camk2a	0.34505215
Nckap1	Camk2a	0.34505215
Huwe1	Camk2a	0.34505215
Pex5l	Camk2a	0.34505215
Shank3	Camk2a	0.34505215
Pde4dip	Camk2a	0.34505215
Mycbp2	Camk2a	0.34505215
Ywhab	Camk2a	0.34505215
Cltc	Camk2a	0.34505215
Cyfip2	Camk2a	0.34505215
Kalrn	Camk2a	0.34505215
Cnksr2	Camk2a	0.34505215
Dlgap1	Camk2a	0.34505215
Hdac4	Itpr1	0.34505215
Ywhaz	Itpr1	0.34505215
Ywhab	Itpr1	0.34505215
Ywhae	Itpr1	0.34505215
Asf1a	Itpr1	0.34505215
Ywhaz	Nudt19	0.34505215
Ywhae	Nudt19	0.34505215
Hsd3b4	Nudt19	0.34505215
Gm10681	Nudt19	0.34505215
Zap70	Cd3g	0.34505215
Trpm7	Tcp1	0.34505215
Hdac4	Tcp1	0.34505215
Ywhab	Tcp1	0.34505215
Atp6v1a	Tcp1	0.34505215
Rpgrip1l	Tcp1	0.34505215
Ezh2	Tcp1	0.34505215
Ywhae	Tcp1	0.34505215
Ywhae	App	0.34505215
Ywhab	App	0.34505215
Ywhaz	App	0.34505215
Shank3	Mdk	0.34505215
Pde4dip	Mdk	0.34505215
Fxr1	Mdk	0.34505215
Hsd3b7	Gusb	0.34505215
Ywhae	Gusb	0.34505215
Sting1	Pfkl	0.34505215
Ywhab	Pfkl	0.34505215
Dmxl2	Pfkl	0.34505215
Hmga2	Pfkl	0.34505215
Ywhae	Pfkl	0.34505215
Ywhaz	Pfkl	0.34505215
Atp6v1a	Pfkl	0.34505215
Grin1	Pfkl	0.34505215
Ywhae	Ctla2a	0.34505215
Ywhae	Calb1	0.34505215
Ywhae	Pcp2	0.34505215
Chrnb1	Rapsn	0.34505215
Hsd3b7	Fabp1	0.34505215
Pgls	Fabp1	0.34505215
Invs	Fabp1	0.34505215
Ywhae	Fabp1	0.34505215
Hsd3b4	Cox5a	0.34505215
Ywhah	Cox5a	0.34505215
Ywhae	Cox5a	0.34505215
Cav3	Cox5a	0.34505215
Gm10681	Cox5a	0.34505215
Invs	Cox5a	0.34505215
Pag1	Cox5a	0.34505215
Cacna1c	Cox5a	0.34505215
Ppp1ca	Cox5a	0.34505215
Ywhae	Cyp2b9	0.34505215
Hmga2	Pdcd6	0.34505215
Hcn1	Prkar1b	0.34505215
Tnik	Prkar1b	0.34505215
Ywhaz	Cntn1	0.34505215
Ywhae	Cntn1	0.34505215
Shank3	Cntn1	0.34505215
Ywhab	Cntn1	0.34505215
Clstn1	Cntn1	0.34505215
Ywhae	Scg5	0.34505215
Gm10681	Rpl7a	0.34505215
Pgls	Rpl7a	0.34505215
Hsd3b7	Rpl7a	0.34505215
Ywhaz	Rpl7a	0.34505215
Ywhab	Rpl7a	0.34505215
Snta1	Rpl7a	0.34505215
Hdac4	Rpl7a	0.34505215
Eed	Rpl7a	0.34505215
Ywhae	Rpl7a	0.34505215
Hsd3b4	Rpl7a	0.34505215
Ywhab	Gsn	0.34505215
Tnik	Gsn	0.34505215
Agap2	Gsn	0.34505215
Ywhae	Gsn	0.34505215
Mycbp2	Gsn	0.34505215
Dlgap1	Gsn	0.34505215
Hsd3b4	Gsn	0.34505215
Cox15	Gsn	0.34505215
Cav3	Gsn	0.34505215
Dlst	Gsn	0.34505215
Gm10681	Gsn	0.34505215
Mecom	Fosb	0.34505215
Ywhae	Gzmg	0.34505215
Crkl	Cd5	0.34505215
Csk	Cd5	0.34505215
E2f4	Rb1	0.34505215
E2f2	Rb1	0.34505215
Pgls	Umps	0.34505215
Hmga2	Umps	0.34505215
Ywhae	Umps	0.34505215
Ywhae	Icam1	0.34505215
Ywhae	Car1	0.34505215
Hsd3b7	Gpd1	0.34505215
Hsd3b4	Gpd1	0.34505215
Ywhaz	Gpd1	0.34505215
Dlg4	Gpd1	0.34505215
Ywhae	Gpd1	0.34505215
Gm10681	Gpd1	0.34505215
Pgls	Gpd1	0.34505215
Ywhae	Gsta1	0.34505215
Gm10681	Gsta1	0.34505215
Hsd3b4	Gsta1	0.34505215
Pgls	Gsta1	0.34505215
Sting1	Dnmt1	0.34505215
Suz12	Dnmt1	0.34505215
Hdac4	Dnmt1	0.34505215
Ywhae	Dnmt1	0.34505215
Hmga2	Dnmt1	0.34505215
Ywhae	S100a6	0.34505215
Cacna1c	Atp1b1	0.34505215
Dlg4	Atp1b1	0.34505215
Ywhae	Atp1b1	0.34505215
Agap2	Atp1b1	0.34505215
Gm10681	Atp1b1	0.34505215
Kcnq1	Atp1b1	0.34505215
Ywhaz	Atp1b1	0.34505215
Sting1	Atp1b1	0.34505215
Hsd3b4	Atp1b1	0.34505215
Cav3	Atp1b1	0.34505215
Ywhab	Atp1b1	0.34505215
Grid2	C1qb	0.34505215
Cacna1c	Rpl27a	0.34505215
Hsd3b4	Rpl27a	0.34505215
Gm10681	Rpl27a	0.34505215
Ywhaz	Rpl27a	0.34505215
Hsd3b7	Rpl27a	0.34505215
Ywhae	Rpl27a	0.34505215
Cblb	Rps16	0.34505215
Ezh2	Rps16	0.34505215
Atp6v1a	Rps16	0.34505215
Ywhae	Rps16	0.34505215
Rpgrip1l	Rps16	0.34505215
Hsd3b7	Rps16	0.34505215
Atp1b1	Rps16	0.34505215
Ywhae	Slc2a4	0.34505215
Hsd3b7	Rpl7	0.34505215
Hsd3b4	Rpl7	0.34505215
Gm10681	Rpl7	0.34505215
Cav3	Rpl7	0.34505215
Pgls	Rpl7	0.34505215
Abcf1	Rpl7	0.34505215
Ywhaz	Rpl7	0.34505215
Kcnq1	Rpl7	0.34505215
Ywhae	Rpl7	0.34505215
Snta1	Rpl7	0.34505215
Cacna1c	Rpl7	0.34505215
Ywhab	Rpl7	0.34505215
Cav3	Mdh1	0.34505215
Hsd3b7	Mdh1	0.34505215
Ywhae	Mdh1	0.34505215
Pag1	Mdh1	0.34505215
Rpgrip1l	Mdh1	0.34505215
Hsd3b4	Mdh1	0.34505215
Got1	Mdh1	0.34505215
Ywhah	Mdh1	0.34505215
Gm10681	Mdh1	0.34505215
Pgls	Mdh1	0.34505215
Cacna1c	Rpsa	0.34505215
Hsd3b7	Rpsa	0.34505215
Kcnq1	Rpsa	0.34505215
Gm10681	Rpsa	0.34505215
Rab33b	Rpsa	0.34505215
Hsd3b4	Rpsa	0.34505215
Dsp	Rpsa	0.34505215
Rab21	Rpsa	0.34505215
Dlg4	Rpsa	0.34505215
Rab19	Rpsa	0.34505215
Cav3	Rpsa	0.34505215
Ywhae	Rpsa	0.34505215
Ywhaz	Rpsa	0.34505215
Hmga2	Rpsa	0.34505215
Snta1	Rpsa	0.34505215
Rpgrip1l	Rpsa	0.34505215
Ywhaz	Calr	0.34505215
Gm10681	Calr	0.34505215
Hsd3b4	Calr	0.34505215
Atp2a2	Calr	0.34505215
Pgls	Calr	0.34505215
Ywhae	Calr	0.34505215
Clstn1	Calr	0.34505215
Lrrk2	Calr	0.34505215
Hsd3b7	Calr	0.34505215
Ywhae	Atp1b2	0.34505215
Dlg4	Atp1b2	0.34505215
Itgb1	Fgr	0.34505215
Rab32	Srp54b	0.34505215
Rab32	Srp54a	0.34505215
Ywhae	Srp54b	0.34505215
Ywhae	Srp54a	0.34505215
Cav3	Hspb1	0.34505215
Iqcb1	Hspb1	0.34505215
Ywhae	Hspb1	0.34505215
Nphp4	Hspb1	0.34505215
Prkce	Hspb1	0.34505215
Dmd	Hspb1	0.34505215
Rpgrip1l	Hspb1	0.34505215
Hmga2	Psmd3	0.34505215
Cav3	Psmd3	0.34505215
Cbl	Psmd3	0.34505215
Rpgrip1l	Psmd3	0.34505215
Aire	Lmnb1	0.34505215
Dlst	Lmnb1	0.34505215
Cacna1c	Lmnb1	0.34505215
Sod1	Lmnb1	0.34505215
Cenpc1	Lmnb1	0.34505215
Snta1	Lmnb1	0.34505215
Ywhae	Lmnb1	0.34505215
Vdac1	Lmnb1	0.34505215
Pde4dip	Lmnb1	0.34505215
Tnik	Lmnb1	0.34505215
Ezh2	Lmnb1	0.34505215
Sdha	Lmnb1	0.34505215
Mycbp2	Lmnb1	0.34505215
Ywhae	Anxa6	0.34505215
Pag1	Anxa6	0.34505215
Gm10681	Anxa6	0.34505215
Cbl	Anxa6	0.34505215
Hsd3b4	Anxa6	0.34505215
Rpgrip1l	Rplp0	0.34505215
Eed	Rplp0	0.34505215
Pgls	Rplp0	0.34505215
Ywhae	Rplp0	0.34505215
Cav3	Rplp0	0.34505215
Sting1	Rplp0	0.34505215
Hsd3b7	Rplp0	0.34505215
Ywhab	Rplp0	0.34505215
Abcf1	Rplp0	0.34505215
Rpgrip1l	Map1b	0.34505215
Ywhae	Map1b	0.34505215
Spata7	Map1b	0.34505215
Ywhab	Map1b	0.34505215
Iqcb1	Map1b	0.34505215
Prkce	Hmox1	0.34505215
Xpo7	Hmox1	0.34505215
Ywhae	Hmox1	0.34505215
Ywhae	Jund	0.34505215
Gm10681	Glul	0.34505215
Cyfip1	Glul	0.34505215
Agap2	Glul	0.34505215
Rd3	Glul	0.34505215
Shank3	Glul	0.34505215
Ywhab	Glul	0.34505215
Dlgap1	Glul	0.34505215
Huwe1	Glul	0.34505215
Ywhae	Glul	0.34505215
Cnksr2	Glul	0.34505215
Tnik	Glul	0.34505215
Hsd3b4	Glul	0.34505215
Pgls	Glul	0.34505215
Hsd3b7	Glul	0.34505215
Cyfip2	Cdh2	0.34505215
Pde4dip	Cdh2	0.34505215
Tnik	Cdh2	0.34505215
Ywhab	Cdh2	0.34505215
Hmga2	Cdh2	0.34505215
Fxr1	Cdh2	0.34505215
Ywhaz	Cdh2	0.34505215
Ywhae	Cdh2	0.34505215
Nphp4	Cdh2	0.34505215
Gja1	Cdh2	0.34505215
Pex5l	Cdh2	0.34505215
Rab24	Insr	0.34505215
Cyfip1	Ntrk2	0.34505215
Cdk5r1	Ntrk2	0.34505215
Cdk5	Ntrk2	0.34505215
Ywhae	Thbd	0.34505215
Ywhae	Bpgm	0.34505215
Rd3	Rho	0.34505215
Rd3	Prph2	0.34505215
Pgls	Nme1	0.34505215
Dlg4	Nme1	0.34505215
Ywhae	Nme1	0.34505215
Gm10681	Nme1	0.34505215
Hsd3b4	Nme1	0.34505215
Got1	Nme1	0.34505215
Pgls	Gstm2	0.34505215
Ywhae	Gstm2	0.34505215
Pkd2	Tcf3	0.34505215
Nanog	H1f2	0.34505215
Ywhae	H1f2	0.34505215
Epop	H1f2	0.34505215
Cbl	H1f2	0.34505215
Hmga2	H1f2	0.34505215
Ywhae	Rag1	0.34505215
Ywhae	Car3	0.34505215
Pgls	Car3	0.34505215
Hsd3b7	Car3	0.34505215
Ywhah	Lgals1	0.34505215
Rpgrip1l	Lgals1	0.34505215
Ywhae	Lgals1	0.34505215
Havcr2	Lgals1	0.34505215
Cbl	Lgals1	0.34505215
Cav3	Lgals1	0.34505215
Agap2	Prkce	0.34505215
Cyfip1	Prkce	0.34505215
Shank3	Prkce	0.34505215
Dlg4	Prkce	0.34505215
Cacna1c	Fgfr1	0.34505215
Cep290	Ldhb	0.34505215
Cav3	Ldhb	0.34505215
Atp6v1a	Ldhb	0.34505215
Ywhae	Ldhb	0.34505215
Dlg4	Ldhb	0.34505215
Xpo7	Srp14	0.34505215
Ywhab	Slc4a3	0.34505215
Ywhae	Cnp	0.34505215
Cask	Cnp	0.34505215
Pde4dip	Cnp	0.34505215
Tnik	Cnp	0.34505215
Grid2	Cnp	0.34505215
Ywhaz	Cnp	0.34505215
Hcn1	Cnp	0.34505215
Ywhab	Cnp	0.34505215
Huwe1	Cnp	0.34505215
Pgls	Pah	0.34505215
Ywhae	Pah	0.34505215
Ywhaz	Pah	0.34505215
Hsd3b4	Mmut	0.34505215
Gm10681	Mmut	0.34505215
Ppp1ca	Mmut	0.34505215
Ywhae	Mmut	0.34505215
Ywhab	D1Pas1	0.34505215
B9d1	D1Pas1	0.34505215
Xpo7	D1Pas1	0.34505215
Ywhae	Kcna1	0.34505215
Dlgap1	Kcna1	0.34505215
Hsd3b4	Enpep	0.34505215
Ywhae	Enpep	0.34505215
Gm10681	Enpep	0.34505215
Pgls	Ass1	0.34505215
Hsd3b4	Ass1	0.34505215
Ywhae	Ass1	0.34505215
Hsd3b7	Ass1	0.34505215
Gm10681	Ass1	0.34505215
Ywhaz	Ass1	0.34505215
Eed	Sptan1	0.34505215
Nckap1	Sptan1	0.34505215
Dlg4	Sptan1	0.34505215
Cyfip2	Sptan1	0.34505215
Cyfip1	Sptan1	0.34505215
Agap2	Sptan1	0.34505215
Ank2	Sptan1	0.34505215
Kalrn	Sptan1	0.34505215
Cnksr2	Sptan1	0.34505215
Gm10681	Sptan1	0.34505215
Shank3	Sptan1	0.34505215
Epop	Sptan1	0.34505215
Pde4dip	Sptan1	0.34505215
Hsd3b4	Sptan1	0.34505215
Rd3	Sptan1	0.34505215
Dlgap1	Sptan1	0.34505215
Kifap3	Sptan1	0.34505215
Pex5l	Sptan1	0.34505215
Mycbp2	Sptan1	0.34505215
Ywhae	Sptan1	0.34505215
Homer1	Sptan1	0.34505215
Hdac4	Sptan1	0.34505215
Kif3a	Sptan1	0.34505215
Tnik	Sptan1	0.34505215
Xpo7	Hspa1l	0.34505215
Cenpc1	Hspa1l	0.34505215
Gm10681	Ctsa	0.34505215
Ywhae	Ctsa	0.34505215
Hsd3b4	Ctsa	0.34505215
Ywhaz	Gapdh	0.34505215
Csf1	Gapdh	0.34505215
Dlg4	Gapdh	0.34505215
Prkce	Gapdh	0.34505215
Snap25	Gapdh	0.34505215
Rd3	Gapdh	0.34505215
Nfkbie	Gapdh	0.34505215
Pgls	Gapdh	0.34505215
Hsd3b7	Gapdh	0.34505215
Gm10681	Gapdh	0.34505215
Ywhae	Gapdh	0.34505215
Hsd3b4	Gapdh	0.34505215
Ywhab	Gapdh	0.34505215
Rpgrip1l	Gapdh	0.34505215
Grid2	Gapdh	0.34505215
Akt1	Gapdh	0.34505215
Rab32	Gapdh	0.34505215
Ywhab	Fes	0.34505215
Hsd3b7	Ghr	0.34505215
Ywhae	Ghr	0.34505215
Pgls	Ghr	0.34505215
Atf7	Atf2	0.34505215
Tle1	Atf2	0.34505215
Pou5f1	Atf2	0.34505215
Tbx5	Zfx	0.34505215
Hdac4	Zfx	0.34505215
Lamp1	Lamp2	0.34505215
Ctsb	Lamp2	0.34505215
Ctsd	Lamp2	0.34505215
Ywhae	Hmga1b	0.34505215
Ywhae	Hmga1	0.34505215
Nphp4	Hspa2	0.34505215
Meioc	Hspa2	0.34505215
Max	Hspa2	0.34505215
Xpo7	Hspa2	0.34505215
Dlg4	Hspa2	0.34505215
Atp5b	Hspa2	0.34505215
Rpgrip1l	Eno1b	0.34505215
Rpgrip1l	Eno1	0.34505215
Ywhae	Eno1b	0.34505215
Ywhae	Eno1	0.34505215
Pgls	Eno1b	0.34505215
Pgls	Eno1	0.34505215
Ywhaz	Eno1b	0.34505215
Ywhaz	Eno1	0.34505215
Hsd3b4	Eno1b	0.34505215
Hsd3b4	Eno1	0.34505215
Ezh2	Eno1b	0.34505215
Ezh2	Eno1	0.34505215
Prkce	Eno1b	0.34505215
Prkce	Eno1	0.34505215
Gm10681	Eno1b	0.34505215
Gm10681	Eno1	0.34505215
Dlg4	Eno1b	0.34505215
Dlg4	Eno1	0.34505215
Rd3	Eno1b	0.34505215
Rd3	Eno1	0.34505215
Hsd3b7	Eno1b	0.34505215
Hsd3b7	Eno1	0.34505215
Nrp1	Eno1b	0.34505215
Nrp1	Eno1	0.34505215
Ywhab	Eno1b	0.34505215
Ywhab	Eno1	0.34505215
Ywhae	Eno2	0.34505215
Ywhaz	Eno2	0.34505215
Dlg4	Ap2a1	0.34505215
Tnik	Ap2a1	0.34505215
Ywhaz	Ap2a1	0.34505215
Cyfip2	Ap2a1	0.34505215
Pex5l	Ap2a1	0.34505215
Snap25	Ap2a1	0.34505215
Atp6v1a	Ap2a1	0.34505215
Atp1b1	Ap2a1	0.34505215
Cyfip1	Ap2a1	0.34505215
Ywhae	Ap2a1	0.34505215
Rab32	Ap2a1	0.34505215
Nckap1	Ap2a1	0.34505215
Cav3	Ap2a1	0.34505215
Agap2	Ap2a1	0.34505215
Fxr1	Ap2a1	0.34505215
Ywhab	Ap2a1	0.34505215
Agap2	Ap2a2	0.34505215
Ywhaz	Ap2a2	0.34505215
Ywhae	Ap2a2	0.34505215
Gm10681	Ap2a2	0.34505215
Tnik	Ap2a2	0.34505215
Atp6v1a	Ap2a2	0.34505215
Fxr1	Ap2a2	0.34505215
Pex5l	Ap2a2	0.34505215
Hsd3b4	Ap2a2	0.34505215
Ywhab	Ap2a2	0.34505215
Cav3	Ap2a2	0.34505215
Smad3	Spi1	0.34505215
Ywhae	Gba	0.34505215
Wls	Wnt3	0.34505215
Cav3	Selenbp1	0.34505215
Ywhae	Selenbp1	0.34505215
Ctbp1	Gata1	0.34505215
Iqcb1	Hk1	0.34505215
Cav3	Hk1	0.34505215
Snta1	Hk1	0.34505215
Ywhab	Hk1	0.34505215
Ywhae	Hk1	0.34505215
Gm10681	Hk1	0.34505215
Hsd3b4	Hk1	0.34505215
Ywhaz	Hk1	0.34505215
Rab13	Hk1	0.34505215
Cox15	Ppia	0.34505215
Dlg4	Ppia	0.34505215
Dlst	Ppia	0.34505215
Shank3	Ppia	0.34505215
Homer1	Ppia	0.34505215
Vdac1	Ppia	0.34505215
Soat1	Ppia	0.34505215
Ywhae	Ppia	0.34505215
Sdha	Ppia	0.34505215
Sod1	Ppia	0.34505215
Rab4b	Tpi1	0.34505215
Ywhab	Tpi1	0.34505215
Gm10681	Tpi1	0.34505215
Rpgrip1l	Tpi1	0.34505215
Hsd3b4	Tpi1	0.34505215
Ywhah	Tpi1	0.34505215
Ywhaz	Tpi1	0.34505215
Invs	Tpi1	0.34505215
Ywhae	Tpi1	0.34505215
Pgls	Tpi1	0.34505215
Dlg4	Slc2a1	0.34505215
Snta1	Hspa1b	0.34505215
Ywhae	Hspa1b	0.34505215
Hsd3b7	Hspa1b	0.34505215
Rpgrip1l	Hspa1b	0.34505215
Ywhab	Hspa1b	0.34505215
Hsd3b4	Hspa1b	0.34505215
Gm10681	Hspa1b	0.34505215
Ywhaz	Hspa1b	0.34505215
Ezh2	Lyz1	0.34505215
Ywhae	Pcna	0.34505215
Epop	Pcna	0.34505215
Aire	Pcna	0.34505215
Agap2	Pcna	0.34505215
Pag1	Ptpra	0.34505215
Ywhae	Ptpra	0.34505215
Ctsb	Ctsd	0.34505215
Hsd3b4	Ctsd	0.34505215
Gm10681	Ctsd	0.34505215
Ryr2	Ctsd	0.34505215
Ywhae	Ctsd	0.34505215
Dmd	Ctsd	0.34505215
Ap1g1	Ctsd	0.34505215
Hsd3b7	Ctsd	0.34505215
Ywhae	Bsg	0.34505215
Hsd3b4	Bsg	0.34505215
Gm10681	Bsg	0.34505215
Ywhab	Bsg	0.34505215
Ywhaz	Bsg	0.34505215
Ywhae	Rps6ka1	0.34505215
Xpo7	Rps6ka3	0.34505215
Ywhae	Rps6ka3	0.34505215
Ywhae	Cfl1	0.34505215
Hsd3b7	Cfl1	0.34505215
Gm10681	Cfl1	0.34505215
Atp1b1	Cfl1	0.34505215
Ywhaz	Cfl1	0.34505215
Dnajc11	Cfl1	0.34505215
Hsd3b4	Cfl1	0.34505215
Pgls	Cfl1	0.34505215
Asf1a	Phka1	0.34505215
Hdac4	Phka1	0.34505215
Cnksr2	Gnao1	0.34505215
Agap2	Gnao1	0.34505215
Ywhab	Gnao1	0.34505215
Vamp2	Gnao1	0.34505215
Ywhaz	Gnao1	0.34505215
Ywhae	Gnao1	0.34505215
Ywhae	Krt19	0.34505215
Ywhae	Fasn	0.34505215
Ywhab	Fasn	0.34505215
Pgls	Fasn	0.34505215
Sdha	Fasn	0.34505215
Rpgrip1l	Fasn	0.34505215
Hsd3b7	Fasn	0.34505215
Ezh2	Fasn	0.34505215
Ywhaz	Fasn	0.34505215
Kcnq1	Fasn	0.34505215
Ywhae	Tnnc1	0.34505215
Cacna1c	Tnnc1	0.34505215
Prkce	Tnnc1	0.34505215
Ywhae	Lama1	0.34505215
Loxl3	Lama1	0.34505215
Pgls	Gstp1	0.34505215
Dlg4	Gstp1	0.34505215
Ywhae	Gstp1	0.34505215
Cav3	Gstp1	0.34505215
Ywhae	F2	0.34505215
Hsd3b7	F2	0.34505215
Pgls	F2	0.34505215
Cep290	Csn1s1	0.34505215
Rpgrip1l	Csn1s1	0.34505215
Dlgap1	Nefh	0.34505215
Cyfip1	Nefh	0.34505215
Ywhae	Nefh	0.34505215
Dlg4	Nefh	0.34505215
Hsd3b4	Rpl13a	0.34505215
Ywhae	Rpl13a	0.34505215
Cav3	Rpl13a	0.34505215
Cacna1c	Rpl13a	0.34505215
Gm10681	Rpl13a	0.34505215
Tial1	Rpl13a	0.34505215
Ywhaz	Rpl13a	0.34505215
Snta1	Rpl13a	0.34505215
Ezh2	Serpinh1	0.34505215
Cav3	Cox4i1	0.34505215
Kcnq1	Cox4i1	0.34505215
Abcb7	Cox4i1	0.34505215
Phb2	Cox4i1	0.34505215
Lat	Cox4i1	0.34505215
Ppp1ca	Cox4i1	0.34505215
Zap70	Cox4i1	0.34505215
Prkab1	Cox4i1	0.34505215
Cbl	Cox4i1	0.34505215
Ywhae	Cox4i1	0.34505215
Cblb	Cox4i1	0.34505215
Gm10681	Cox4i1	0.34505215
Hsd3b4	Cox4i1	0.34505215
Rab17	Hspa5	0.34505215
Ywhae	Hspa5	0.34505215
Rd3	Hspa5	0.34505215
Lrrk2	Hspa5	0.34505215
Rpgrip1l	Hspa5	0.34505215
Mks1	Hspa5	0.34505215
Ywhaz	Hspa5	0.34505215
Ezh2	Hspa5	0.34505215
Iqcb1	Hspa5	0.34505215
Hsd3b7	Hspa5	0.34505215
Ywhab	Hspa5	0.34505215
Nphp4	Hspa5	0.34505215
Ywhae	Hexb	0.34505215
Cav3	Tmsb4x	0.34505215
Cacna1c	Tmsb4x	0.34505215
Cav3	Prdx3	0.34505215
Hsd3b4	Prdx3	0.34505215
Ywhae	Prdx3	0.34505215
Gm10681	Prdx3	0.34505215
Rab1a	Prdx3	0.34505215
Dlg4	Prdx3	0.34505215
Snta1	Vim	0.34505215
Invs	Vim	0.34505215
Ywhaz	Vim	0.34505215
Hsd3b4	Vim	0.34505215
Gm10681	Vim	0.34505215
Pgls	Vim	0.34505215
Fxr1	Vim	0.34505215
Ezh2	Vim	0.34505215
Grid2	Vim	0.34505215
Rd3	Vim	0.34505215
Kcnq1	Vim	0.34505215
Ywhae	Vim	0.34505215
Cdk9	Vim	0.34505215
Cav3	Vim	0.34505215
Pde4dip	Vim	0.34505215
Tfcp2l1	Pou5f1	0.34505215
Rad23b	Pou5f1	0.34505215
Ywhae	Tnfrsf9	0.34505215
Ywhae	Map2	0.34505215
Invs	Map2	0.34505215
Ywhab	Map2	0.34505215
Rd3	Sag	0.34505215
Rd3	Gnat1	0.34505215
Iqcb1	Prim1	0.34505215
Ywhae	Mag	0.34505215
Ywhab	Mag	0.34505215
Rpgrip1l	Mag	0.34505215
Gm10681	Plg	0.34505215
Hsd3b4	Plg	0.34505215
Ywhae	Plg	0.34505215
Hsd3b7	Plg	0.34505215
Park7	Tpm3	0.34505215
B9d1	Tpm3	0.34505215
Csf1	Tpm3	0.34505215
Ywhae	Tpm3	0.34505215
Pdha1	Tpm3	0.34505215
Vdac1	Tpm3	0.34505215
Ywhab	Tpm3	0.34505215
Lrrk2	Tpm3	0.34505215
Agap2	Gna11	0.34505215
